tenure_months,monthly_charges,total_charges,num_products,has_internet,has_phone,contract_type,payment_method,support_calls,late_payments,avg_monthly_spend,charges_per_product,customer_value,service_usage_score,churn
46,47.11,2091.04,1,0,1,Month-to-Month,Mailed check,2,0,45.46,47.11,2091.04,2,0
53,79.28,4133.82,3,1,0,Month-to-Month,Bank transfer,6,1,78.0,26.426666666666666,12401.46,4,0
60,88.01,5473.32,3,1,1,Two Year,Electronic check,5,1,91.22,29.33666666666667,16419.96,5,1
63,43.08,2634.46,4,1,0,Two Year,Mailed check,1,0,41.82,10.77,10537.84,5,0
32,65.69,2156.17,3,1,1,Month-to-Month,Bank transfer,1,0,67.38,21.896666666666665,6468.51,5,0
33,39.03,1387.24,4,1,0,Month-to-Month,Bank transfer,3,1,42.04,9.7575,5548.96,5,1
67,25.23,1790.95,2,1,1,One Year,Bank transfer,3,2,26.73,12.615,3581.9,4,0
18,57.85,1016.64,2,1,0,Month-to-Month,Mailed check,6,1,56.48,28.925,2033.28,3,1
25,56.29,1347.56,1,1,1,Month-to-Month,Bank transfer,2,3,53.9,56.29,1347.56,3,0
54,119.55,6178.76,2,0,1,Month-to-Month,Mailed check,1,1,114.42,59.775,12357.52,3,1
58,64.64,3635.59,2,0,0,Month-to-Month,Credit card,0,0,62.68,32.32,7271.18,2,0
67,53.36,3570.48,1,0,1,Month-to-Month,Bank transfer,2,2,53.29,53.36,3570.48,2,1
46,78.05,3530.41,3,1,0,One Year,Credit card,3,1,76.75,26.016666666666666,10591.23,4,0
24,28.88,642.25,4,0,1,Month-to-Month,Electronic check,2,0,26.76,7.22,2569.0,5,1
32,116.17,3467.22,4,1,0,Month-to-Month,Bank transfer,3,0,108.35,29.0425,13868.88,5,0
47,83.5,3801.22,3,0,1,Month-to-Month,Electronic check,1,0,80.88,27.833333333333332,11403.66,4,1
23,95.48,2223.3,1,0,1,Month-to-Month,Electronic check,1,1,96.67,95.48,2223.3,2,0
66,37.05,2490.62,3,1,1,Month-to-Month,Electronic check,3,0,37.74,12.35,7471.86,5,1
27,60.95,1641.11,2,1,1,Month-to-Month,Credit card,0,0,60.78,30.475,3282.22,4,0
2,62.27,130.49,1,0,1,One Year,Mailed check,1,0,65.24,62.27,130.49,2,0
17,102.18,1819.48,1,1,0,Month-to-Month,Credit card,3,1,107.03,102.18,1819.48,2,1
33,20.12,654.35,1,1,1,Month-to-Month,Credit card,2,0,19.83,20.12,654.35,3,1
9,50.09,416.95,4,0,1,Month-to-Month,Electronic check,1,1,46.33,12.5225,1667.8,5,0
43,118.12,5109.81,3,1,0,Month-to-Month,Bank transfer,1,1,118.83,39.373333333333335,15329.43,4,1
48,67.49,3162.72,1,1,0,Two Year,Mailed check,6,0,65.89,67.49,3162.72,2,0
39,58.25,2107.24,1,0,0,Month-to-Month,Electronic check,1,2,54.03,58.25,2107.24,1,0
42,31.98,1472.59,1,1,1,Two Year,Mailed check,2,1,35.06,31.98,1472.59,3,0
26,117.42,2973.39,3,1,1,Month-to-Month,Credit card,1,0,114.36,39.14,8920.17,5,1
50,22.0,1127.68,4,1,0,Two Year,Mailed check,1,0,22.55,5.5,4510.72,5,0
25,93.72,2338.37,2,0,1,Month-to-Month,Mailed check,2,0,93.53,46.86,4676.74,3,0
24,96.86,2158.58,4,0,1,One Year,Bank transfer,2,0,89.94,24.215,8634.32,5,0
13,44.37,525.54,1,1,1,Month-to-Month,Electronic check,1,0,40.43,44.37,525.54,3,1
60,87.16,5361.14,4,0,1,Month-to-Month,Mailed check,2,1,89.35,21.79,21444.56,5,1
7,29.29,194.66,4,1,1,Two Year,Mailed check,1,1,27.81,7.3225,778.64,6,0
57,45.7,2471.35,2,1,1,One Year,Credit card,3,0,43.36,22.85,4942.7,4,0
36,98.79,3881.48,3,1,1,Month-to-Month,Credit card,3,1,107.82,32.93,11644.44,5,0
45,106.47,4754.52,3,1,1,Month-to-Month,Mailed check,3,0,105.66,35.49,14263.560000000001,5,0
20,80.85,1464.82,4,1,0,Month-to-Month,Electronic check,3,0,73.24,20.2125,5859.28,5,1
65,70.68,4447.04,4,0,1,Two Year,Mailed check,4,1,68.42,17.67,17788.16,5,0
8,35.93,292.3,3,1,1,Month-to-Month,Mailed check,3,0,36.54,11.976666666666667,876.9000000000001,5,0
16,26.31,406.53,3,0,1,Month-to-Month,Bank transfer,0,2,25.41,8.77,1219.59,4,1
14,31.76,402.56,2,0,0,One Year,Electronic check,0,0,28.75,15.88,805.12,2,0
15,42.74,633.96,1,1,1,Two Year,Bank transfer,2,1,42.26,42.74,633.96,3,0
66,54.17,3293.43,4,1,1,One Year,Electronic check,3,0,49.9,13.5425,13173.72,6,0
32,58.09,1903.18,3,1,1,One Year,Electronic check,1,0,59.47,19.363333333333333,5709.54,5,0
63,54.63,3524.01,4,0,1,One Year,Electronic check,2,2,55.94,13.6575,14096.04,5,0
51,43.91,2032.38,4,1,1,Month-to-Month,Bank transfer,2,0,39.85,10.9775,8129.52,6,1
25,70.97,1699.97,3,0,1,Month-to-Month,Bank transfer,3,0,68.0,23.656666666666666,5099.91,4,1
58,102.53,5844.08,2,1,1,Two Year,Bank transfer,0,0,100.76,51.265,11688.16,4,0
63,47.97,3052.49,4,0,0,Month-to-Month,Credit card,1,0,48.45,11.9925,12209.96,4,0
62,114.24,6793.99,2,1,0,Two Year,Bank transfer,1,0,109.58,57.12,13587.98,3,0
22,107.33,2261.02,3,1,1,Month-to-Month,Credit card,1,0,102.77,35.776666666666664,6783.0599999999995,5,0
58,36.18,2301.16,1,1,0,Month-to-Month,Credit card,0,0,39.68,36.18,2301.16,2,1
58,98.63,5196.38,1,1,1,Two Year,Credit card,2,0,89.59,98.63,5196.38,3,0
49,77.46,4166.78,4,1,0,One Year,Mailed check,0,2,85.04,19.365,16667.12,5,0
52,76.66,3625.76,3,1,1,Month-to-Month,Mailed check,0,1,69.73,25.55333333333333,10877.28,5,0
42,59.1,2377.12,2,0,0,One Year,Mailed check,2,0,56.6,29.55,4754.24,2,0
70,70.12,4902.21,4,0,1,One Year,Credit card,4,0,70.03,17.53,19608.84,5,0
15,59.72,831.89,3,1,0,Month-to-Month,Credit card,1,0,55.46,19.906666666666666,2495.67,4,0
54,73.97,3702.67,3,1,1,Month-to-Month,Electronic check,3,1,68.57,24.656666666666666,11108.01,5,0
60,82.8,4725.87,2,1,1,Two Year,Credit card,1,0,78.76,41.4,9451.74,4,0
8,87.43,765.68,4,0,0,Two Year,Mailed check,2,0,95.71,21.8575,3062.72,4,0
53,73.25,3789.17,3,1,1,Month-to-Month,Credit card,2,0,71.49,24.416666666666668,11367.51,5,0
60,92.14,5601.37,3,1,1,Two Year,Credit card,0,1,93.36,30.713333333333335,16804.11,5,0
5,34.13,177.62,3,1,1,Two Year,Electronic check,3,0,35.52,11.376666666666667,532.86,5,0
68,41.2,2937.32,2,1,1,Month-to-Month,Credit card,2,0,43.2,20.6,5874.64,4,0
6,101.87,634.21,4,1,1,One Year,Bank transfer,7,1,105.7,25.4675,2536.84,6,0
47,52.25,2375.66,4,0,1,Month-to-Month,Electronic check,1,0,50.55,13.0625,9502.64,5,0
55,22.29,1130.75,4,1,1,Month-to-Month,Credit card,2,0,20.56,5.5725,4523.0,6,0
40,35.38,1353.42,4,1,0,One Year,Credit card,1,0,33.84,8.845,5413.68,5,0
52,42.36,2075.09,1,1,1,Two Year,Electronic check,1,0,39.91,42.36,2075.09,3,0
16,115.73,1716.98,1,0,1,One Year,Credit card,1,1,107.31,115.73,1716.98,2,0
13,77.3,909.33,4,0,1,Month-to-Month,Mailed check,6,1,69.95,19.325,3637.32,5,0
30,113.27,3694.23,2,1,0,Month-to-Month,Bank transfer,0,0,123.14,56.635,7388.46,3,1
19,77.52,1596.91,1,1,1,Month-to-Month,Bank transfer,1,0,84.05,77.52,1596.91,3,0
17,67.94,1051.13,3,1,1,Month-to-Month,Mailed check,0,0,61.83,22.646666666666665,3153.3900000000003,5,1
63,51.37,3024.71,1,1,1,Month-to-Month,Credit card,6,0,48.01,51.37,3024.71,3,1
19,80.64,1421.69,3,1,1,One Year,Credit card,1,0,74.83,26.88,4265.07,5,0
58,33.92,1881.28,4,0,1,Month-to-Month,Bank transfer,2,1,32.44,8.48,7525.12,5,0
55,109.83,5683.13,1,1,1,One Year,Credit card,4,2,103.33,109.83,5683.13,3,0
62,102.93,6950.72,2,1,1,Month-to-Month,Bank transfer,0,0,112.11,51.465,13901.44,4,0
23,51.75,1091.26,1,1,1,One Year,Bank transfer,2,0,47.45,51.75,1091.26,3,0
9,115.28,977.69,1,1,1,Month-to-Month,Mailed check,2,0,108.63,115.28,977.69,3,1
12,102.52,1127.08,1,1,1,Month-to-Month,Bank transfer,1,0,93.92,102.52,1127.08,3,0
1,86.63,94.95,4,1,0,Month-to-Month,Credit card,4,0,94.95,21.6575,379.8,5,1
58,32.18,2022.63,2,1,0,Month-to-Month,Credit card,2,0,34.87,16.09,4045.26,3,0
1,67.82,70.76,1,0,1,Two Year,Electronic check,2,1,70.76,67.82,70.76,2,0
34,70.61,2365.2,2,0,1,Month-to-Month,Credit card,1,0,69.56,35.305,4730.4,3,1
48,43.26,1947.81,4,1,1,One Year,Electronic check,1,0,40.58,10.815,7791.24,6,0
1,28.0,26.44,3,0,1,Two Year,Bank transfer,6,0,26.44,9.333333333333334,79.32000000000001,4,0
16,97.67,1544.92,1,0,0,One Year,Credit card,3,1,96.56,97.67,1544.92,1,0
61,32.2,2069.57,2,1,1,Month-to-Month,Mailed check,2,1,33.93,16.1,4139.14,4,0
64,79.43,4844.32,2,1,1,Two Year,Mailed check,4,0,75.69,39.715,9688.64,4,0
63,113.64,6888.4,4,1,1,Month-to-Month,Mailed check,0,0,109.34,28.41,27553.6,6,1
69,107.61,7573.51,1,0,1,Month-to-Month,Bank transfer,0,0,109.76,107.61,7573.51,2,0
22,47.78,996.02,3,0,0,Two Year,Bank transfer,2,0,45.27,15.926666666666668,2988.06,3,0
67,105.14,7163.03,2,0,1,One Year,Electronic check,2,1,106.91,52.57,14326.06,3,0
26,20.03,509.02,1,0,0,Month-to-Month,Mailed check,3,0,19.58,20.03,509.02,1,1
16,21.77,315.88,3,1,1,Month-to-Month,Electronic check,2,1,19.74,7.256666666666667,947.64,5,0
51,80.26,4013.61,2,0,1,Month-to-Month,Electronic check,4,0,78.7,40.13,8027.22,3,1
57,56.48,3489.48,2,1,1,Month-to-Month,Credit card,6,0,61.22,28.24,6978.96,4,1
29,58.65,1630.47,3,0,1,Month-to-Month,Credit card,0,1,56.22,19.55,4891.41,4,1
69,76.44,5087.47,3,1,1,Two Year,Mailed check,2,0,73.73,25.48,15262.41,5,0
47,39.18,1681.6,4,1,1,Two Year,Bank transfer,0,2,35.78,9.795,6726.4,6,0
62,41.18,2611.91,1,1,1,Two Year,Credit card,1,1,42.13,41.18,2611.91,3,0
69,68.46,5053.69,1,1,1,Month-to-Month,Bank transfer,0,1,73.24,68.46,5053.69,3,0
16,95.43,1481.97,4,1,1,One Year,Electronic check,1,1,92.62,23.8575,5927.88,6,0
48,81.95,3729.25,2,0,0,Two Year,Electronic check,4,1,77.69,40.975,7458.5,2,0
39,49.74,2117.01,3,1,1,Two Year,Electronic check,2,1,54.28,16.580000000000002,6351.030000000001,5,0
33,63.03,2181.94,3,1,0,Month-to-Month,Electronic check,5,2,66.12,21.01,6545.82,4,1
23,37.07,864.06,3,1,1,Month-to-Month,Mailed check,2,1,37.57,12.356666666666667,2592.18,5,0
10,27.46,263.92,2,0,0,Month-to-Month,Electronic check,3,1,26.39,13.73,527.84,2,1
69,98.27,6402.0,3,0,1,One Year,Credit card,1,0,92.78,32.75666666666667,19206.0,4,0
34,46.54,1650.64,3,1,1,One Year,Electronic check,5,1,48.55,15.513333333333334,4951.92,5,0
52,37.78,1973.12,4,1,1,Two Year,Bank transfer,2,0,37.94,9.445,7892.48,6,0
10,89.16,895.27,2,1,1,Month-to-Month,Credit card,0,1,89.53,44.58,1790.54,4,1
19,81.81,1421.87,1,0,1,Month-to-Month,Bank transfer,4,0,74.84,81.81,1421.87,2,1
58,83.32,4844.35,4,1,0,Month-to-Month,Bank transfer,1,0,83.52,20.83,19377.4,5,1
1,42.89,45.66,4,0,1,Month-to-Month,Mailed check,2,1,45.66,10.7225,182.64,5,1
69,43.26,3251.67,1,0,1,Month-to-Month,Mailed check,5,2,47.13,43.26,3251.67,2,1
4,42.08,155.08,4,1,0,One Year,Bank transfer,2,0,38.77,10.52,620.32,5,0
16,37.38,613.77,2,0,1,Month-to-Month,Bank transfer,2,0,38.36,18.69,1227.54,3,0
24,85.57,2081.75,3,0,1,One Year,Electronic check,5,0,86.74,28.52333333333333,6245.25,4,0
2,104.8,225.96,2,1,1,Month-to-Month,Credit card,0,2,112.98,52.4,451.92,4,0
32,92.43,3106.38,1,0,1,Month-to-Month,Electronic check,4,0,97.07,92.43,3106.38,2,1
24,99.21,2602.6,1,0,1,Month-to-Month,Mailed check,3,0,108.44,99.21,2602.6,2,0
12,60.48,792.53,4,0,0,Two Year,Mailed check,5,1,66.04,15.12,3170.12,4,0
50,85.41,4036.21,2,0,0,Month-to-Month,Electronic check,0,1,80.72,42.705,8072.42,2,0
35,55.42,2027.12,2,0,1,Two Year,Credit card,2,1,57.92,27.71,4054.24,3,0
33,72.55,2408.77,1,1,1,Month-to-Month,Bank transfer,1,1,72.99,72.55,2408.77,3,1
33,68.16,2120.89,2,0,1,Two Year,Electronic check,5,1,64.27,34.08,4241.78,3,0
61,37.69,2158.79,1,0,1,Two Year,Mailed check,3,1,35.39,37.69,2158.79,2,0
51,58.71,2743.35,2,1,1,Month-to-Month,Credit card,1,1,53.79,29.355,5486.7,4,0
43,116.38,5300.14,2,1,1,One Year,Mailed check,2,0,123.26,58.19,10600.28,4,0
12,44.86,519.43,2,1,0,Month-to-Month,Credit card,0,0,43.29,22.43,1038.86,3,1
67,33.38,2396.13,1,1,1,Two Year,Credit card,1,1,35.76,33.38,2396.13,3,0
65,61.86,4108.01,4,1,1,Month-to-Month,Credit card,5,1,63.2,15.465,16432.04,6,0
33,99.03,3381.48,2,1,1,Month-to-Month,Electronic check,1,1,102.47,49.515,6762.96,4,0
40,78.21,2998.05,1,1,0,One Year,Electronic check,3,1,74.95,78.21,2998.05,2,0
43,88.1,3755.94,1,1,1,Two Year,Electronic check,1,0,87.35,88.1,3755.94,3,0
44,38.97,1684.61,2,0,1,Month-to-Month,Credit card,3,0,38.29,19.485,3369.22,3,0
29,81.89,2249.27,2,0,1,One Year,Credit card,5,0,77.56,40.945,4498.54,3,0
13,52.35,725.81,4,0,0,Month-to-Month,Mailed check,0,0,55.83,13.0875,2903.24,4,0
12,103.43,1271.47,1,1,1,Month-to-Month,Bank transfer,1,0,105.96,103.43,1271.47,3,1
46,82.93,3461.86,1,1,1,One Year,Electronic check,3,0,75.26,82.93,3461.86,3,0
2,39.89,84.88,3,1,1,Month-to-Month,Credit card,1,0,42.44,13.296666666666667,254.64,5,0
35,26.46,853.13,1,1,0,Month-to-Month,Mailed check,3,0,24.38,26.46,853.13,2,0
8,24.26,190.34,4,1,1,Two Year,Mailed check,0,0,23.79,6.065,761.36,6,0
26,57.14,1506.81,3,0,0,Month-to-Month,Mailed check,1,1,57.95,19.046666666666667,4520.43,3,0
34,46.59,1428.08,3,0,1,One Year,Electronic check,0,0,42.0,15.530000000000001,4284.24,4,0
7,84.61,610.38,3,1,1,Month-to-Month,Electronic check,2,0,87.2,28.203333333333333,1831.1399999999999,5,0
68,69.93,4907.13,2,1,1,Month-to-Month,Bank transfer,4,0,72.16,34.965,9814.26,4,1
58,46.6,2785.25,2,1,1,Month-to-Month,Mailed check,1,0,48.02,23.3,5570.5,4,0
29,34.92,944.52,1,1,0,One Year,Electronic check,3,0,32.57,34.92,944.52,2,0
36,32.72,1120.37,3,0,1,One Year,Mailed check,1,2,31.12,10.906666666666666,3361.1099999999997,4,0
21,106.47,2122.9,4,1,1,Month-to-Month,Credit card,2,3,101.09,26.6175,8491.6,6,0
36,44.35,1743.51,2,1,1,Month-to-Month,Mailed check,3,0,48.43,22.175,3487.02,4,0
10,85.17,778.03,4,1,1,Two Year,Bank transfer,0,0,77.8,21.2925,3112.12,6,0
24,101.07,2391.12,4,1,1,Month-to-Month,Electronic check,2,0,99.63,25.2675,9564.48,6,0
64,81.41,5597.1,2,0,1,Two Year,Credit card,3,0,87.45,40.705,11194.2,3,0
49,105.96,5471.86,2,0,0,Month-to-Month,Electronic check,3,1,111.67,52.98,10943.72,2,1
36,59.24,2270.17,2,1,1,One Year,Credit card,1,1,63.06,29.62,4540.34,4,0
24,115.62,3036.99,2,1,1,Month-to-Month,Mailed check,1,0,126.54,57.81,6073.98,4,0
23,33.31,748.86,3,1,1,Two Year,Mailed check,2,0,32.56,11.103333333333333,2246.58,5,0
62,30.21,1801.72,3,0,1,One Year,Bank transfer,0,0,29.06,10.07,5405.16,4,0
37,85.87,2878.95,3,1,1,Month-to-Month,Bank transfer,1,0,77.81,28.623333333333335,8636.849999999999,5,1
12,114.28,1275.37,3,0,1,Month-to-Month,Credit card,4,0,106.28,38.093333333333334,3826.1099999999997,4,0
55,100.89,5617.77,1,0,0,One Year,Bank transfer,1,0,102.14,100.89,5617.77,1,0
13,27.64,334.72,3,1,1,One Year,Bank transfer,3,0,25.75,9.213333333333333,1004.1600000000001,5,0
23,47.94,1154.73,2,1,1,Month-to-Month,Bank transfer,5,0,50.21,23.97,2309.46,4,1
30,113.03,3077.06,4,0,1,Month-to-Month,Bank transfer,2,0,102.57,28.2575,12308.24,5,0
17,45.31,733.22,3,0,1,Two Year,Mailed check,2,0,43.13,15.103333333333333,2199.66,4,0
62,98.12,6321.25,1,1,1,Month-to-Month,Bank transfer,1,0,101.96,98.12,6321.25,3,1
13,102.51,1267.47,2,0,1,One Year,Mailed check,3,0,97.5,51.255,2534.94,3,0
59,69.55,4291.19,4,1,1,Month-to-Month,Mailed check,1,0,72.73,17.3875,17164.76,6,0
19,58.63,1224.45,4,1,0,Two Year,Electronic check,2,0,64.44,14.6575,4897.8,5,0
49,65.01,3374.76,3,0,1,Two Year,Mailed check,2,0,68.87,21.67,10124.28,4,0
12,42.7,496.19,4,0,1,Two Year,Mailed check,1,1,41.35,10.675,1984.76,5,0
61,108.94,7177.75,3,1,1,Month-to-Month,Bank transfer,4,0,117.67,36.31333333333333,21533.25,5,1
19,65.06,1125.18,3,1,1,Two Year,Mailed check,2,0,59.22,21.686666666666667,3375.54,5,0
9,108.25,1018.09,2,1,1,Month-to-Month,Credit card,1,0,113.12,54.125,2036.18,4,1
71,30.57,1963.55,2,1,1,One Year,Bank transfer,2,0,27.66,15.285,3927.1,4,0
28,118.83,3110.67,1,1,1,Month-to-Month,Bank transfer,0,2,111.1,118.83,3110.67,3,1
52,64.33,3671.37,2,1,0,Month-to-Month,Bank transfer,0,1,70.6,32.165,7342.74,3,0
16,24.78,385.45,2,1,1,Two Year,Electronic check,1,1,24.09,12.39,770.9,4,0
69,23.8,1747.46,3,1,1,Month-to-Month,Bank transfer,0,1,25.33,7.933333333333334,5242.38,5,0
12,94.62,1107.3,2,1,1,One Year,Mailed check,2,0,92.28,47.31,2214.6,4,0
25,85.9,2293.54,3,1,1,One Year,Credit card,4,0,91.74,28.633333333333336,6880.62,5,0
52,100.21,5695.99,3,1,1,One Year,Bank transfer,2,0,109.54,33.40333333333333,17087.97,5,0
53,30.54,1597.75,2,1,1,Month-to-Month,Bank transfer,5,0,30.15,15.27,3195.5,4,0
23,23.56,548.31,1,0,1,Month-to-Month,Credit card,4,0,23.84,23.56,548.31,2,1
16,70.86,1162.93,1,1,0,Two Year,Bank transfer,4,0,72.68,70.86,1162.93,2,0
57,58.76,3640.6,4,0,1,Month-to-Month,Electronic check,2,1,63.87,14.69,14562.4,5,1
39,66.19,2455.82,4,0,1,Month-to-Month,Mailed check,3,1,62.97,16.5475,9823.28,5,0
53,119.16,6456.0,2,0,1,Month-to-Month,Credit card,3,1,121.81,59.58,12912.0,3,0
42,117.07,4744.57,1,1,1,Month-to-Month,Credit card,2,0,112.97,117.07,4744.57,3,0
58,114.23,6250.26,3,1,1,Two Year,Electronic check,3,1,107.76,38.07666666666667,18750.78,5,0
39,98.38,3518.3,4,0,1,Month-to-Month,Mailed check,2,0,90.21,24.595,14073.2,5,1
14,55.48,795.47,3,1,1,One Year,Electronic check,1,0,56.82,18.493333333333332,2386.41,5,0
5,61.21,329.44,4,1,1,Month-to-Month,Mailed check,2,0,65.89,15.3025,1317.76,6,1
35,74.96,2545.62,2,0,0,Month-to-Month,Electronic check,1,0,72.73,37.48,5091.24,2,1
18,103.05,1874.44,1,1,1,Month-to-Month,Bank transfer,1,0,104.14,103.05,1874.44,3,1
9,26.87,248.7,4,1,1,Month-to-Month,Electronic check,6,1,27.63,6.7175,994.8,6,1
58,62.43,3559.13,1,1,1,Month-to-Month,Credit card,2,0,61.36,62.43,3559.13,3,0
17,28.26,519.18,3,1,1,One Year,Credit card,1,1,30.54,9.42,1557.54,5,0
7,71.47,486.56,2,1,1,Month-to-Month,Credit card,2,0,69.51,35.735,973.12,4,0
46,109.89,4675.83,1,0,1,Month-to-Month,Electronic check,1,0,101.65,109.89,4675.83,2,1
13,98.25,1186.32,2,0,0,Month-to-Month,Credit card,2,1,91.26,49.125,2372.64,2,0
40,42.78,1844.97,1,0,1,Month-to-Month,Credit card,4,1,46.12,42.78,1844.97,2,0
42,117.6,5421.27,3,1,1,Two Year,Bank transfer,1,2,129.08,39.199999999999996,16263.810000000001,5,0
9,86.74,747.71,3,0,1,Month-to-Month,Bank transfer,1,1,83.08,28.91333333333333,2243.13,4,0
50,21.04,977.01,2,0,0,Month-to-Month,Mailed check,4,0,19.54,10.52,1954.02,2,0
27,45.54,1225.21,3,1,0,Month-to-Month,Mailed check,4,0,45.38,15.18,3675.63,4,1
66,46.07,3168.04,4,1,1,Two Year,Mailed check,2,0,48.0,11.5175,12672.16,6,0
5,26.93,137.68,1,1,1,Month-to-Month,Electronic check,3,1,27.54,26.93,137.68,3,0
29,115.98,3666.87,3,0,1,Two Year,Mailed check,3,0,126.44,38.660000000000004,11000.61,4,0
37,67.83,2669.22,4,0,1,Month-to-Month,Electronic check,3,0,72.14,16.9575,10676.88,5,0
38,109.58,4471.32,2,1,1,Two Year,Electronic check,1,0,117.67,54.79,8942.64,4,0
8,52.22,421.24,4,0,1,Two Year,Mailed check,1,0,52.66,13.055,1684.96,5,0
65,32.52,2040.78,2,0,1,One Year,Mailed check,0,2,31.4,16.26,4081.56,3,0
17,67.43,1192.56,2,1,1,Month-to-Month,Electronic check,0,0,70.15,33.715,2385.12,4,0
71,31.4,2202.22,1,1,1,Month-to-Month,Bank transfer,2,0,31.02,31.4,2202.22,3,1
45,68.6,2955.96,1,1,0,Month-to-Month,Credit card,2,1,65.69,68.6,2955.96,2,0
4,112.03,416.96,4,1,0,Month-to-Month,Credit card,3,0,104.24,28.0075,1667.84,5,0
36,72.08,2609.35,1,1,1,Month-to-Month,Credit card,3,1,72.48,72.08,2609.35,3,0
70,81.65,5823.24,1,0,1,Month-to-Month,Bank transfer,3,0,83.19,81.65,5823.24,2,0
31,35.66,1120.67,1,1,1,One Year,Electronic check,2,1,36.15,35.66,1120.67,3,0
19,24.37,427.52,4,0,1,Month-to-Month,Mailed check,2,0,22.5,6.0925,1710.08,5,0
61,31.08,1922.42,3,0,1,Month-to-Month,Electronic check,1,0,31.52,10.36,5767.26,4,1
54,79.85,4025.95,1,1,1,Month-to-Month,Electronic check,1,0,74.55,79.85,4025.95,3,0
39,29.5,1188.17,1,0,1,Two Year,Mailed check,3,0,30.47,29.5,1188.17,2,0
19,57.6,1078.94,4,1,1,Month-to-Month,Bank transfer,6,1,56.79,14.4,4315.76,6,0
39,75.01,3129.46,3,0,1,One Year,Credit card,0,1,80.24,25.003333333333334,9388.380000000001,4,0
67,58.87,4163.8,1,1,1,Month-to-Month,Credit card,2,0,62.15,58.87,4163.8,3,0
45,36.37,1710.1,2,1,1,Month-to-Month,Electronic check,2,0,38.0,18.185,3420.2,4,0
13,47.38,640.67,4,0,1,Month-to-Month,Bank transfer,2,0,49.28,11.845,2562.68,5,0
58,112.83,6623.31,1,0,1,Month-to-Month,Credit card,1,0,114.2,112.83,6623.31,2,1
20,87.6,1598.21,1,1,1,Two Year,Bank transfer,2,0,79.91,87.6,1598.21,3,0
61,69.6,4377.63,2,1,1,One Year,Mailed check,2,0,71.76,34.8,8755.26,4,0
39,21.27,824.04,2,1,1,Month-to-Month,Electronic check,2,0,21.13,10.635,1648.08,4,1
1,119.24,118.51,4,1,1,Two Year,Electronic check,1,1,118.51,29.81,474.04,6,0
3,87.15,255.12,4,1,0,Month-to-Month,Bank transfer,2,0,85.04,21.7875,1020.48,5,0
62,51.69,3479.8,2,1,1,Two Year,Credit card,0,0,56.13,25.845,6959.6,4,0
63,107.93,6458.86,4,1,1,Two Year,Bank transfer,2,0,102.52,26.9825,25835.44,6,0
25,45.84,1103.96,2,1,0,Month-to-Month,Mailed check,2,1,44.16,22.92,2207.92,3,0
56,74.4,4552.24,1,1,0,Month-to-Month,Credit card,3,0,81.29,74.4,4552.24,2,0
33,83.61,2930.28,2,1,0,Month-to-Month,Credit card,0,0,88.8,41.805,5860.56,3,1
38,42.11,1444.67,2,1,1,One Year,Bank transfer,1,1,38.02,21.055,2889.34,4,0
6,117.84,764.47,3,1,1,Month-to-Month,Mailed check,2,0,127.41,39.28,2293.41,5,0
58,94.82,5198.9,2,1,1,Two Year,Credit card,5,0,89.64,47.41,10397.8,4,0
44,75.78,3471.65,2,0,1,One Year,Electronic check,2,0,78.9,37.89,6943.3,3,0
45,38.06,1730.88,3,0,1,Month-to-Month,Mailed check,3,0,38.46,12.686666666666667,5192.64,4,0
32,25.39,818.46,4,1,1,Month-to-Month,Credit card,3,2,25.58,6.3475,3273.84,6,0
45,52.01,2442.46,3,1,1,One Year,Bank transfer,0,0,54.28,17.336666666666666,7327.38,5,0
61,95.32,5474.0,1,1,1,Month-to-Month,Credit card,2,0,89.74,95.32,5474.0,3,0
47,46.93,2055.29,3,0,0,One Year,Electronic check,1,0,43.73,15.643333333333333,6165.87,3,0
21,73.96,1600.35,1,1,1,Month-to-Month,Mailed check,1,0,76.21,73.96,1600.35,3,0
36,92.79,3200.53,4,1,1,Month-to-Month,Credit card,2,0,88.9,23.1975,12802.12,6,0
19,30.79,640.46,3,0,1,Month-to-Month,Electronic check,2,1,33.71,10.263333333333334,1921.38,4,0
20,88.53,1753.43,3,1,1,One Year,Credit card,2,1,87.67,29.51,5260.29,5,0
57,29.19,1534.58,4,1,1,Month-to-Month,Credit card,1,0,26.92,7.2975,6138.32,6,1
18,116.51,2175.12,1,1,1,One Year,Mailed check,3,0,120.84,116.51,2175.12,3,0
47,68.84,3110.05,3,1,1,Month-to-Month,Bank transfer,6,1,66.17,22.94666666666667,9330.150000000001,5,1
49,35.07,1597.65,1,1,0,One Year,Bank transfer,1,2,32.61,35.07,1597.65,2,0
14,54.24,747.64,3,1,1,One Year,Electronic check,4,1,53.4,18.080000000000002,2242.92,5,0
15,61.34,1005.53,2,1,1,Month-to-Month,Electronic check,1,1,67.04,30.67,2011.06,4,1
31,95.82,2917.8,3,1,1,One Year,Electronic check,2,2,94.12,31.939999999999998,8753.400000000001,5,0
1,94.34,91.46,4,1,1,Month-to-Month,Mailed check,0,1,91.46,23.585,365.84,6,1
54,81.19,4335.6,4,1,1,Month-to-Month,Bank transfer,3,0,80.29,20.2975,17342.4,6,1
3,30.59,82.82,1,0,1,Month-to-Month,Electronic check,1,0,27.61,30.59,82.82,2,1
16,35.16,521.28,3,1,1,One Year,Electronic check,1,0,32.58,11.719999999999999,1563.84,5,0
